,store,building,date,store_code,amount,n_sales,n_customer,sales_per_customer
921,heather,lalaport_tokyo_bay,2021-12-01,1367.0,220971,42,26,8498.884615385
922,rageblue,lalaport_tokyo_bay,2021-12-01,1160.0,350506,63,39,8987.333333333
923,.st,lalaport_tokyo_bay,2021-12-01,9092.0,356950,57,43,8301.162790698
924,lepsim,lalaport_tokyo_bay,2021-12-01,1844.0,236980,66,51,4646.666666667
925,lowrys_farm,lalaport_tokyo_bay,2021-12-01,755.0,491787,105,63,7806.142857143
926,jeanasis,lalaport_tokyo_bay,2021-12-01,803.0,335950,47,37,9079.72972973
927,hare,lalaport_tokyo_bay,2021-12-01,3131.0,359500,31,22,16340.909090909
928,pageboy,lalaport_tokyo_bay,2021-12-01,2620.0,109637,22,18,6090.944444444
929,elura,lalaport_tokyo_bay,2021-12-01,8708.0,42500,5,4,10625.0
930,bayflow,lalaport_tokyo_bay,2021-12-02,2469.0,535980,109,70,7656.857142857
931,lakole,lalaport_tokyo_bay,2021-12-02,1875.0,421085,279,125,3368.68
932,niko_and,lalaport_tokyo_bay,2021-12-02,2255.0,994926,372,207,4806.405797101
933,repipi_armario,lalaport_tokyo_bay,2021-12-02,1497.0,136896,71,28,4889.142857143
934,rageblue,lalaport_tokyo_bay,2021-12-02,1160.0,363877,61,35,10396.485714286
935,studio_clip,lalaport_tokyo_bay,2021-12-02,2296.0,258521,107,65,3977.246153846
936,elura,lalaport_tokyo_bay,2021-12-02,8708.0,134270,17,13,10328.461538462
937,global_work,lalaport_tokyo_bay,2021-12-02,728.0,696074,170,118,5898.93220339
938,pageboy,lalaport_tokyo_bay,2021-12-02,2620.0,211765,29,25,8470.6
939,lepsim,lalaport_tokyo_bay,2021-12-02,1844.0,279950,70,46,6085.869565217
940,heather,lalaport_tokyo_bay,2021-12-02,1367.0,258195,39,26,9930.576923077
941,jeanasis,lalaport_tokyo_bay,2021-12-02,803.0,322225,43,34,9477.205882353
942,lowrys_farm,lalaport_tokyo_bay,2021-12-02,755.0,438895,94,73,6012.260273973
943,hare,lalaport_tokyo_bay,2021-12-02,3131.0,147500,15,10,14750.0
944,.st,lalaport_tokyo_bay,2021-12-02,9092.0,211300,33,26,8126.923076923
945,lakole,lalaport_tokyo_bay,2021-12-03,1875.0,550257,390,155,3550.04516129
946,repipi_armario,lalaport_tokyo_bay,2021-12-03,1497.0,112390,50,25,4495.6
947,global_work,lalaport_tokyo_bay,2021-12-03,728.0,563857,156,98,5753.642857143
948,studio_clip,lalaport_tokyo_bay,2021-12-03,2296.0,286438,138,76,3768.921052632
949,niko_and,lalaport_tokyo_bay,2021-12-03,2255.0,985771,359,205,4808.63902439
950,bayflow,lalaport_tokyo_bay,2021-12-03,2469.0,490090,110,67,7314.776119403
951,lowrys_farm,lalaport_tokyo_bay,2021-12-03,755.0,356990,86,63,5666.507936508
952,rageblue,lalaport_tokyo_bay,2021-12-03,1160.0,425947,79,50,8518.94
953,lepsim,lalaport_tokyo_bay,2021-12-03,1844.0,166945,46,32,5217.03125
954,pageboy,lalaport_tokyo_bay,2021-12-03,2620.0,201045,38,28,7180.178571429
955,heather,lalaport_tokyo_bay,2021-12-03,1367.0,147625,26,17,8683.823529412
956,hare,lalaport_tokyo_bay,2021-12-03,3131.0,293000,31,22,13318.181818182
957,jeanasis,lalaport_tokyo_bay,2021-12-03,803.0,286500,41,29,9879.310344828
958,elura,lalaport_tokyo_bay,2021-12-03,8708.0,62500,10,7,8928.571428571
959,.st,lalaport_tokyo_bay,2021-12-03,9092.0,280650,42,33,8504.545454545
960,lakole,lalaport_tokyo_bay,2021-12-04,1875.0,1212123,766,323,3752.702786378
961,studio_clip,lalaport_tokyo_bay,2021-12-04,2296.0,349755,174,103,3395.67961165
962,global_work,lalaport_tokyo_bay,2021-12-04,728.0,2134058,504,311,6861.922829582
963,bayflow,lalaport_tokyo_bay,2021-12-04,2469.0,1228535,289,166,7400.813253012
964,niko_and,lalaport_tokyo_bay,2021-12-04,2255.0,2160635,802,441,4899.399092971
965,repipi_armario,lalaport_tokyo_bay,2021-12-04,1497.0,556632,239,93,5985.290322581
966,pageboy,lalaport_tokyo_bay,2021-12-04,2620.0,552357,91,69,8005.173913043
967,heather,lalaport_tokyo_bay,2021-12-04,1367.0,538875,94,57,9453.947368421
968,.st,lalaport_tokyo_bay,2021-12-04,9092.0,760400,108,92,8265.217391304
969,rageblue,lalaport_tokyo_bay,2021-12-04,1160.0,826764,142,88,9395.045454545
970,lepsim,lalaport_tokyo_bay,2021-12-04,1844.0,439393,115,78,5633.243589744
971,elura,lalaport_tokyo_bay,2021-12-04,8708.0,124850,23,19,6571.052631579
972,lowrys_farm,lalaport_tokyo_bay,2021-12-04,755.0,851272,188,131,6498.259541985
973,hare,lalaport_tokyo_bay,2021-12-04,3131.0,416730,43,34,12256.764705882
974,jeanasis,lalaport_tokyo_bay,2021-12-04,803.0,530795,76,59,8996.525423729
975,lakole,lalaport_tokyo_bay,2021-12-05,1875.0,1145029,796,334,3428.230538922
976,niko_and,lalaport_tokyo_bay,2021-12-05,2255.0,2390228,795,474,5042.675105485
977,studio_clip,lalaport_tokyo_bay,2021-12-05,2296.0,459028,230,116,3957.137931034
978,repipi_armario,lalaport_tokyo_bay,2021-12-05,1497.0,670209,312,126,5319.119047619
979,global_work,lalaport_tokyo_bay,2021-12-05,728.0,2248355,552,328,6854.740853659
980,rageblue,lalaport_tokyo_bay,2021-12-05,1160.0,982325,173,106,9267.216981132
981,bayflow,lalaport_tokyo_bay,2021-12-05,2469.0,1575165,343,220,7159.840909091
982,pageboy,lalaport_tokyo_bay,2021-12-05,2620.0,506860,73,61,8309.180327869
983,lepsim,lalaport_tokyo_bay,2021-12-05,1844.0,312725,78,63,4963.888888889
984,jeanasis,lalaport_tokyo_bay,2021-12-05,803.0,786350,110,68,11563.970588235
985,.st,lalaport_tokyo_bay,2021-12-05,9092.0,840340,122,96,8753.541666667
986,lowrys_farm,lalaport_tokyo_bay,2021-12-05,755.0,805802,180,133,6058.661654135
987,elura,lalaport_tokyo_bay,2021-12-05,8708.0,181650,30,19,9560.526315789
988,hare,lalaport_tokyo_bay,2021-12-05,3131.0,607150,61,38,15977.631578947
989,heather,lalaport_tokyo_bay,2021-12-05,1367.0,425465,76,53,8027.641509434
990,lakole,lalaport_tokyo_bay,2021-12-06,1875.0,442524,296,159,2783.169811321
991,studio_clip,lalaport_tokyo_bay,2021-12-06,2296.0,233308,106,62,3763.032258065
992,niko_and,lalaport_tokyo_bay,2021-12-06,2255.0,1038061,350,221,4697.108597285
993,global_work,lalaport_tokyo_bay,2021-12-06,728.0,784934,196,126,6229.634920635
994,bayflow,lalaport_tokyo_bay,2021-12-06,2469.0,601950,111,78,7717.307692308
995,pageboy,lalaport_tokyo_bay,2021-12-06,2620.0,148505,32,29,5120.862068966
996,lepsim,lalaport_tokyo_bay,2021-12-06,1844.0,173035,52,38,4553.552631579
997,hare,lalaport_tokyo_bay,2021-12-06,3131.0,183800,25,21,8752.380952381
998,rageblue,lalaport_tokyo_bay,2021-12-06,1160.0,359030,62,34,10559.705882353
999,heather,lalaport_tokyo_bay,2021-12-06,1367.0,253290,46,25,10131.6
1000,lowrys_farm,lalaport_tokyo_bay,2021-12-06,755.0,395092,84,57,6931.438596491
1001,repipi_armario,lalaport_tokyo_bay,2021-12-06,1497.0,129272,72,26,4972.0
1002,jeanasis,lalaport_tokyo_bay,2021-12-06,803.0,372847,50,32,11651.46875
1003,.st,lalaport_tokyo_bay,2021-12-06,9092.0,321800,47,36,8938.888888889
1004,elura,lalaport_tokyo_bay,2021-12-06,8708.0,95600,14,11,8690.909090909
1005,lakole,lalaport_tokyo_bay,2021-12-07,1875.0,424253,325,136,3119.507352941
1006,niko_and,lalaport_tokyo_bay,2021-12-07,2255.0,1045313,387,225,4645.835555556
1007,repipi_armario,lalaport_tokyo_bay,2021-12-07,1497.0,81015,46,26,3115.961538462
1008,bayflow,lalaport_tokyo_bay,2021-12-07,2469.0,575835,153,79,7289.050632911
1009,studio_clip,lalaport_tokyo_bay,2021-12-07,2296.0,113166,61,46,2460.130434783
1010,global_work,lalaport_tokyo_bay,2021-12-07,728.0,634715,161,105,6044.904761905
1011,.st,lalaport_tokyo_bay,2021-12-07,9092.0,403400,52,43,9381.395348837
1012,jeanasis,lalaport_tokyo_bay,2021-12-07,803.0,315520,43,32,9860.0
1013,elura,lalaport_tokyo_bay,2021-12-07,8708.0,51920,8,6,8653.333333333
1014,rageblue,lalaport_tokyo_bay,2021-12-07,1160.0,416895,67,38,10970.921052632
1015,lepsim,lalaport_tokyo_bay,2021-12-07,1844.0,177680,53,33,5384.242424242
1016,lowrys_farm,lalaport_tokyo_bay,2021-12-07,755.0,390500,94,57,6850.877192982
1017,pageboy,lalaport_tokyo_bay,2021-12-07,2620.0,200125,31,19,10532.894736842
1018,hare,lalaport_tokyo_bay,2021-12-07,3131.0,191200,19,14,13657.142857143
1019,heather,lalaport_tokyo_bay,2021-12-07,1367.0,126690,21,16,7918.125
1020,niko_and,lalaport_tokyo_bay,2021-12-08,2255.0,951464,359,228,4173.087719298
1021,lakole,lalaport_tokyo_bay,2021-12-08,1875.0,596578,466,186,3207.408602151
1022,bayflow,lalaport_tokyo_bay,2021-12-08,2469.0,865360,170,95,9109.052631579
1023,global_work,lalaport_tokyo_bay,2021-12-08,728.0,725852,167,119,6099.596638655
1024,rageblue,lalaport_tokyo_bay,2021-12-08,1160.0,349430,62,42,8319.761904762
1025,.st,lalaport_tokyo_bay,2021-12-08,9092.0,463700,66,55,8430.909090909
1026,heather,lalaport_tokyo_bay,2021-12-08,1367.0,178882,27,22,8131.0
1027,pageboy,lalaport_tokyo_bay,2021-12-08,2620.0,249787,40,30,8326.233333333
1028,studio_clip,lalaport_tokyo_bay,2021-12-08,2296.0,202033,85,55,3673.327272727
1029,repipi_armario,lalaport_tokyo_bay,2021-12-08,1497.0,189066,79,27,7002.444444444
1030,hare,lalaport_tokyo_bay,2021-12-08,3131.0,175250,23,16,10953.125
1031,lowrys_farm,lalaport_tokyo_bay,2021-12-08,755.0,387089,84,59,6560.830508475
1032,jeanasis,lalaport_tokyo_bay,2021-12-08,803.0,266800,35,26,10261.538461538
1033,elura,lalaport_tokyo_bay,2021-12-08,8708.0,25170,5,4,6292.5
1034,lepsim,lalaport_tokyo_bay,2021-12-08,1844.0,118480,33,26,4556.923076923
1035,lakole,lalaport_tokyo_bay,2021-12-09,1875.0,457775,324,158,2897.310126582
1036,repipi_armario,lalaport_tokyo_bay,2021-12-09,1497.0,194351,88,36,5398.638888889
1037,studio_clip,lalaport_tokyo_bay,2021-12-09,2296.0,224251,97,58,3866.396551724
1038,niko_and,lalaport_tokyo_bay,2021-12-09,2255.0,1096600,353,225,4873.777777778
1039,.st,lalaport_tokyo_bay,2021-12-09,9092.0,354600,50,35,10131.428571429
1040,global_work,lalaport_tokyo_bay,2021-12-09,728.0,965417,202,135,7151.237037037
1041,rageblue,lalaport_tokyo_bay,2021-12-09,1160.0,519966,90,51,10195.411764706
1042,bayflow,lalaport_tokyo_bay,2021-12-09,2469.0,467650,112,63,7423.015873016
1043,heather,lalaport_tokyo_bay,2021-12-09,1367.0,168460,28,21,8021.904761905
1044,lowrys_farm,lalaport_tokyo_bay,2021-12-09,755.0,385405,85,63,6117.53968254
1045,lepsim,lalaport_tokyo_bay,2021-12-09,1844.0,257146,65,44,5844.227272727
1046,hare,lalaport_tokyo_bay,2021-12-09,3131.0,178850,18,13,13757.692307692
1047,pageboy,lalaport_tokyo_bay,2021-12-09,2620.0,252415,41,30,8413.833333333
1048,jeanasis,lalaport_tokyo_bay,2021-12-09,803.0,303375,46,33,9193.181818182
1049,elura,lalaport_tokyo_bay,2021-12-09,8708.0,107700,18,12,8975.0
1050,lakole,lalaport_tokyo_bay,2021-12-10,1875.0,405225,305,156,2597.596153846
1051,bayflow,lalaport_tokyo_bay,2021-12-10,2469.0,542570,125,81,6698.395061728
1052,studio_clip,lalaport_tokyo_bay,2021-12-10,2296.0,263056,106,70,3757.942857143
1053,niko_and,lalaport_tokyo_bay,2021-12-10,2255.0,1017631,338,225,4522.804444444
1054,lepsim,lalaport_tokyo_bay,2021-12-10,1844.0,164690,40,32,5146.5625
1055,global_work,lalaport_tokyo_bay,2021-12-10,728.0,1132850,264,162,6992.901234568
1056,lowrys_farm,lalaport_tokyo_bay,2021-12-10,755.0,351682,80,59,5960.711864407
1057,jeanasis,lalaport_tokyo_bay,2021-12-10,803.0,270050,37,27,10001.851851852
1058,rageblue,lalaport_tokyo_bay,2021-12-10,1160.0,438192,80,38,11531.368421053
1059,.st,lalaport_tokyo_bay,2021-12-10,9092.0,374810,59,47,7974.680851064
1060,pageboy,lalaport_tokyo_bay,2021-12-10,2620.0,329860,53,41,8045.365853659
1061,repipi_armario,lalaport_tokyo_bay,2021-12-10,1497.0,174807,77,34,5141.382352941
1062,hare,lalaport_tokyo_bay,2021-12-10,3131.0,298600,36,19,15715.789473684
1063,elura,lalaport_tokyo_bay,2021-12-10,8708.0,152510,29,15,10167.333333333
1064,heather,lalaport_tokyo_bay,2021-12-10,1367.0,275035,55,32,8594.84375
1065,repipi_armario,lalaport_tokyo_bay,2021-12-11,1497.0,966921,384,143,6761.685314685
1066,lakole,lalaport_tokyo_bay,2021-12-11,1875.0,1188228,840,328,3622.646341463
1067,hare,lalaport_tokyo_bay,2021-12-11,3131.0,853800,95,61,13996.721311475
1068,niko_and,lalaport_tokyo_bay,2021-12-11,2255.0,2631798,750,469,5611.509594883
1069,studio_clip,lalaport_tokyo_bay,2021-12-11,2296.0,405314,209,111,3651.477477477
1070,global_work,lalaport_tokyo_bay,2021-12-11,728.0,2468899,568,334,7391.913173653
1071,pageboy,lalaport_tokyo_bay,2021-12-11,2620.0,766279,120,94,8151.904255319
1072,rageblue,lalaport_tokyo_bay,2021-12-11,1160.0,1059754,203,110,9634.127272727
1073,bayflow,lalaport_tokyo_bay,2021-12-11,2469.0,1162386,286,182,6386.736263736
1074,.st,lalaport_tokyo_bay,2021-12-11,9092.0,1096320,155,117,9370.256410256
1075,elura,lalaport_tokyo_bay,2021-12-11,8708.0,210630,30,20,10531.5
1076,heather,lalaport_tokyo_bay,2021-12-11,1367.0,558004,111,69,8087.014492754
1077,lowrys_farm,lalaport_tokyo_bay,2021-12-11,755.0,909877,203,143,6362.776223776
1078,jeanasis,lalaport_tokyo_bay,2021-12-11,803.0,756065,111,85,8894.882352941
1079,lepsim,lalaport_tokyo_bay,2021-12-11,1844.0,317433,93,65,4883.584615385
1080,lakole,lalaport_tokyo_bay,2021-12-12,1875.0,1313706,994,399,3292.496240602
1081,niko_and,lalaport_tokyo_bay,2021-12-12,2255.0,2679473,823,504,5316.41468254
1082,global_work,lalaport_tokyo_bay,2021-12-12,728.0,2522235,570,353,7145.141643059
1083,repipi_armario,lalaport_tokyo_bay,2021-12-12,1497.0,1130223,472,182,6210.016483516
1084,bayflow,lalaport_tokyo_bay,2021-12-12,2469.0,1810406,368,232,7803.474137931
1085,.st,lalaport_tokyo_bay,2021-12-12,9092.0,1237550,176,137,9033.211678832
1086,rageblue,lalaport_tokyo_bay,2021-12-12,1160.0,1473692,267,146,10093.780821918
1087,pageboy,lalaport_tokyo_bay,2021-12-12,2620.0,500142,99,66,7577.909090909
1088,lowrys_farm,lalaport_tokyo_bay,2021-12-12,755.0,1052880,241,161,6539.627329193
1089,hare,lalaport_tokyo_bay,2021-12-12,3131.0,682490,72,54,12638.703703704
1090,lepsim,lalaport_tokyo_bay,2021-12-12,1844.0,352045,91,69,5102.101449275
1091,studio_clip,lalaport_tokyo_bay,2021-12-12,2296.0,404374,162,99,4084.585858586
1092,heather,lalaport_tokyo_bay,2021-12-12,1367.0,618762,108,74,8361.648648649
1093,jeanasis,lalaport_tokyo_bay,2021-12-12,803.0,947285,138,93,10185.860215054
1094,elura,lalaport_tokyo_bay,2021-12-12,8708.0,193640,28,20,9682.0
1095,lakole,lalaport_tokyo_bay,2021-12-13,1875.0,460190,349,181,2542.486187845
1096,niko_and,lalaport_tokyo_bay,2021-12-13,2255.0,1206990,368,241,5008.257261411
1097,repipi_armario,lalaport_tokyo_bay,2021-12-13,1497.0,167786,87,41,4092.341463415
1098,global_work,lalaport_tokyo_bay,2021-12-13,728.0,835227,188,133,6279.902255639
1099,elura,lalaport_tokyo_bay,2021-12-13,8708.0,88720,15,9,9857.777777778
1100,bayflow,lalaport_tokyo_bay,2021-12-13,2469.0,526136,129,81,6495.50617284
1101,lepsim,lalaport_tokyo_bay,2021-12-13,1844.0,277215,65,46,6026.413043478
1102,heather,lalaport_tokyo_bay,2021-12-13,1367.0,307412,56,43,7149.11627907
1103,studio_clip,lalaport_tokyo_bay,2021-12-13,2296.0,268878,102,72,3734.416666667
1104,pageboy,lalaport_tokyo_bay,2021-12-13,2620.0,252335,40,30,8411.166666667
1105,rageblue,lalaport_tokyo_bay,2021-12-13,1160.0,336540,59,41,8208.292682927
1106,lowrys_farm,lalaport_tokyo_bay,2021-12-13,755.0,440212,96,64,6878.3125
1107,jeanasis,lalaport_tokyo_bay,2021-12-13,803.0,257370,42,30,8579.0
1108,.st,lalaport_tokyo_bay,2021-12-13,9092.0,329800,43,36,9161.111111111
1109,hare,lalaport_tokyo_bay,2021-12-13,3131.0,340950,30,24,14206.25
1110,niko_and,lalaport_tokyo_bay,2021-12-14,2255.0,1079001,378,232,4650.86637931
1111,lakole,lalaport_tokyo_bay,2021-12-14,1875.0,432736,371,150,2884.906666667
1112,repipi_armario,lalaport_tokyo_bay,2021-12-14,1497.0,171390,61,32,5355.9375
1113,bayflow,lalaport_tokyo_bay,2021-12-14,2469.0,477200,111,72,6627.777777778
1114,.st,lalaport_tokyo_bay,2021-12-14,9092.0,262750,43,33,7962.121212121
1115,heather,lalaport_tokyo_bay,2021-12-14,1367.0,254747,48,35,7278.485714286
1116,studio_clip,lalaport_tokyo_bay,2021-12-14,2296.0,215482,86,45,4788.488888889
1117,lepsim,lalaport_tokyo_bay,2021-12-14,1844.0,169230,39,29,5835.517241379
1118,global_work,lalaport_tokyo_bay,2021-12-14,728.0,801174,211,124,6461.080645161
1119,elura,lalaport_tokyo_bay,2021-12-14,8708.0,80040,13,11,7276.363636364
1120,rageblue,lalaport_tokyo_bay,2021-12-14,1160.0,431148,79,50,8622.96
1121,pageboy,lalaport_tokyo_bay,2021-12-14,2620.0,188715,36,25,7548.6
1122,hare,lalaport_tokyo_bay,2021-12-14,3131.0,394700,41,28,14096.428571429
1123,jeanasis,lalaport_tokyo_bay,2021-12-14,803.0,265645,40,30,8854.833333333
1124,lowrys_farm,lalaport_tokyo_bay,2021-12-14,755.0,353075,85,57,6194.298245614
1125,lakole,lalaport_tokyo_bay,2021-12-15,1875.0,727523,610,240,3031.345833333
1126,lepsim,lalaport_tokyo_bay,2021-12-15,1844.0,263252,72,54,4875.037037037
1127,niko_and,lalaport_tokyo_bay,2021-12-15,2255.0,1561030,501,322,4847.919254658
1128,repipi_armario,lalaport_tokyo_bay,2021-12-15,1497.0,236340,103,45,5252.0
1129,rageblue,lalaport_tokyo_bay,2021-12-15,1160.0,428181,76,47,9110.234042553
1130,global_work,lalaport_tokyo_bay,2021-12-15,728.0,1099483,255,160,6871.76875
1131,elura,lalaport_tokyo_bay,2021-12-15,8708.0,149800,23,14,10700.0
1132,bayflow,lalaport_tokyo_bay,2021-12-15,2469.0,746222,195,131,5696.351145038
1133,.st,lalaport_tokyo_bay,2021-12-15,9092.0,522410,76,63,8292.222222222
1134,studio_clip,lalaport_tokyo_bay,2021-12-15,2296.0,322158,135,86,3746.023255814
1135,lowrys_farm,lalaport_tokyo_bay,2021-12-15,755.0,513105,122,84,6108.392857143
1136,heather,lalaport_tokyo_bay,2021-12-15,1367.0,323319,64,41,7885.829268293
1137,pageboy,lalaport_tokyo_bay,2021-12-15,2620.0,238015,40,32,7437.96875
1138,hare,lalaport_tokyo_bay,2021-12-15,3131.0,275500,28,21,13119.047619048
1139,jeanasis,lalaport_tokyo_bay,2021-12-15,803.0,418075,65,41,10196.951219512
1140,niko_and,lalaport_tokyo_bay,2021-12-16,2255.0,1471092,474,303,4855.089108911
1141,repipi_armario,lalaport_tokyo_bay,2021-12-16,1497.0,301460,146,56,5383.214285714
1142,lakole,lalaport_tokyo_bay,2021-12-16,1875.0,631243,485,211,2991.672985782
1143,global_work,lalaport_tokyo_bay,2021-12-16,728.0,967350,228,150,6449.0
1144,pageboy,lalaport_tokyo_bay,2021-12-16,2620.0,224650,43,28,8023.214285714
1145,rageblue,lalaport_tokyo_bay,2021-12-16,1160.0,645270,112,73,8839.315068493
1146,bayflow,lalaport_tokyo_bay,2021-12-16,2469.0,589800,139,99,5957.575757576
1147,hare,lalaport_tokyo_bay,2021-12-16,3131.0,287500,31,28,10267.857142857
1148,.st,lalaport_tokyo_bay,2021-12-16,9092.0,376410,52,36,10455.833333333
1149,jeanasis,lalaport_tokyo_bay,2021-12-16,803.0,481867,72,46,10475.369565217
1150,lowrys_farm,lalaport_tokyo_bay,2021-12-16,755.0,476000,107,77,6181.818181818
1151,lepsim,lalaport_tokyo_bay,2021-12-16,1844.0,183495,47,35,5242.714285714
1152,heather,lalaport_tokyo_bay,2021-12-16,1367.0,235570,44,32,7361.5625
1153,studio_clip,lalaport_tokyo_bay,2021-12-16,2296.0,193055,75,51,3785.392156863
1154,elura,lalaport_tokyo_bay,2021-12-16,8708.0,44490,9,8,5561.25
1155,niko_and,lalaport_tokyo_bay,2021-12-17,2255.0,1344592,467,298,4512.053691275
1156,repipi_armario,lalaport_tokyo_bay,2021-12-17,1497.0,306424,121,48,6383.833333333
1157,global_work,lalaport_tokyo_bay,2021-12-17,728.0,716463,182,126,5686.214285714
1158,lakole,lalaport_tokyo_bay,2021-12-17,1875.0,582193,499,202,2882.143564356
1159,bayflow,lalaport_tokyo_bay,2021-12-17,2469.0,607055,160,110,5518.681818182
1160,elura,lalaport_tokyo_bay,2021-12-17,8708.0,58400,10,10,5840.0
1161,rageblue,lalaport_tokyo_bay,2021-12-17,1160.0,468009,75,52,9000.173076923
1162,.st,lalaport_tokyo_bay,2021-12-17,9092.0,458160,72,59,7765.423728814
1163,jeanasis,lalaport_tokyo_bay,2021-12-17,803.0,321450,52,39,8242.307692308
1164,studio_clip,lalaport_tokyo_bay,2021-12-17,2296.0,240260,112,78,3080.256410256
1165,hare,lalaport_tokyo_bay,2021-12-17,3131.0,251150,26,25,10046.0
1166,lowrys_farm,lalaport_tokyo_bay,2021-12-17,755.0,351487,86,68,5168.926470588
1167,lepsim,lalaport_tokyo_bay,2021-12-17,1844.0,205442,48,38,5406.368421053
1168,pageboy,lalaport_tokyo_bay,2021-12-17,2620.0,296990,59,44,6749.772727273
1169,heather,lalaport_tokyo_bay,2021-12-17,1367.0,264800,53,35,7565.714285714
1170,bayflow,lalaport_tokyo_bay,2021-12-18,2469.0,1596275,332,214,7459.228971963
1171,niko_and,lalaport_tokyo_bay,2021-12-18,2255.0,2857465,923,524,5453.177480916
1172,lakole,lalaport_tokyo_bay,2021-12-18,1875.0,1174737,852,340,3455.108823529
1173,global_work,lalaport_tokyo_bay,2021-12-18,728.0,2662487,634,380,7006.544736842
1174,repipi_armario,lalaport_tokyo_bay,2021-12-18,1497.0,967754,431,156,6203.551282051
1175,lepsim,lalaport_tokyo_bay,2021-12-18,1844.0,468281,122,80,5853.5125
1176,.st,lalaport_tokyo_bay,2021-12-18,9092.0,1070070,156,122,8771.06557377
1177,studio_clip,lalaport_tokyo_bay,2021-12-18,2296.0,377633,173,118,3200.279661017
1178,elura,lalaport_tokyo_bay,2021-12-18,8708.0,184890,31,22,8404.090909091
1179,lowrys_farm,lalaport_tokyo_bay,2021-12-18,755.0,810125,183,135,6000.925925926
1180,rageblue,lalaport_tokyo_bay,2021-12-18,1160.0,1098766,200,112,9810.410714286
1181,pageboy,lalaport_tokyo_bay,2021-12-18,2620.0,577864,104,75,7704.853333333
1182,jeanasis,lalaport_tokyo_bay,2021-12-18,803.0,601860,93,64,9404.0625
1183,hare,lalaport_tokyo_bay,2021-12-18,3131.0,801520,79,57,14061.754385965
1184,heather,lalaport_tokyo_bay,2021-12-18,1367.0,583523,107,67,8709.298507463
1185,niko_and,lalaport_tokyo_bay,2021-12-19,2255.0,3504574,1063,607,5773.598023064
1186,repipi_armario,lalaport_tokyo_bay,2021-12-19,1497.0,1185508,494,191,6206.848167539
1187,lakole,lalaport_tokyo_bay,2021-12-19,1875.0,1361400,911,398,3420.603015075
1188,bayflow,lalaport_tokyo_bay,2021-12-19,2469.0,1787060,419,269,6643.345724907
1189,studio_clip,lalaport_tokyo_bay,2021-12-19,2296.0,346683,151,105,3301.742857143
1190,global_work,lalaport_tokyo_bay,2021-12-19,728.0,2852701,682,384,7428.908854167
1191,rageblue,lalaport_tokyo_bay,2021-12-19,1160.0,1335188,246,142,9402.732394366
1192,elura,lalaport_tokyo_bay,2021-12-19,8708.0,132230,25,18,7346.111111111
1193,.st,lalaport_tokyo_bay,2021-12-19,9092.0,1555770,219,165,9428.909090909
1194,pageboy,lalaport_tokyo_bay,2021-12-19,2620.0,741172,147,97,7640.948453608
1195,lepsim,lalaport_tokyo_bay,2021-12-19,1844.0,427445,110,71,6020.352112676
1196,heather,lalaport_tokyo_bay,2021-12-19,1367.0,794937,148,92,8640.619565217
1197,lowrys_farm,lalaport_tokyo_bay,2021-12-19,755.0,1240095,291,188,6596.25
1198,jeanasis,lalaport_tokyo_bay,2021-12-19,803.0,899369,141,93,9670.634408602
1199,hare,lalaport_tokyo_bay,2021-12-19,3131.0,655630,80,59,11112.372881356
1200,niko_and,lalaport_tokyo_bay,2021-12-20,2255.0,1492116,508,318,4692.188679245
1201,lakole,lalaport_tokyo_bay,2021-12-20,1875.0,554212,454,203,2730.108374384
1202,bayflow,lalaport_tokyo_bay,2021-12-20,2469.0,755972,169,116,6517.0
1203,repipi_armario,lalaport_tokyo_bay,2021-12-20,1497.0,166911,81,40,4172.775
1204,studio_clip,lalaport_tokyo_bay,2021-12-20,2296.0,204012,100,57,3579.157894737
1205,global_work,lalaport_tokyo_bay,2021-12-20,728.0,902532,232,153,5898.901960784
1206,rageblue,lalaport_tokyo_bay,2021-12-20,1160.0,675162,110,81,8335.333333333
1207,lowrys_farm,lalaport_tokyo_bay,2021-12-20,755.0,457122,101,72,6348.916666667
1208,hare,lalaport_tokyo_bay,2021-12-20,3131.0,364950,36,26,14036.538461538
1209,lepsim,lalaport_tokyo_bay,2021-12-20,1844.0,229365,59,40,5734.125
1210,.st,lalaport_tokyo_bay,2021-12-20,9092.0,377020,58,44,8568.636363636
1211,heather,lalaport_tokyo_bay,2021-12-20,1367.0,290641,53,35,8304.028571429
1212,jeanasis,lalaport_tokyo_bay,2021-12-20,803.0,447575,65,42,10656.547619048
1213,pageboy,lalaport_tokyo_bay,2021-12-20,2620.0,290427,58,50,5808.54
1214,elura,lalaport_tokyo_bay,2021-12-20,8708.0,46070,9,7,6581.428571429
1215,lakole,lalaport_tokyo_bay,2021-12-21,1875.0,675119,521,232,2909.995689655
1216,global_work,lalaport_tokyo_bay,2021-12-21,728.0,1055848,277,174,6068.091954023
1217,bayflow,lalaport_tokyo_bay,2021-12-21,2469.0,744510,201,124,6004.112903226
1218,niko_and,lalaport_tokyo_bay,2021-12-21,2255.0,1833132,530,357,5134.823529412
1219,repipi_armario,lalaport_tokyo_bay,2021-12-21,1497.0,228041,87,51,4471.392156863
1220,studio_clip,lalaport_tokyo_bay,2021-12-21,2296.0,277832,128,75,3704.426666667
1221,pageboy,lalaport_tokyo_bay,2021-12-21,2620.0,288280,53,42,6863.80952381
